Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1899	1.0	1.0	7	7	4	4		Q94071	Q9VU88	F1QBQ0,F1QB48,Q1LUM4	Q86W92,Q8ND30				Q94071	Q9VU88	F1QBQ0,F1QB48,Q1LUM4	Q86W92,Q8ND30			
KOG3812	1.0	1.0	10	10	4	4		A0A078BQJ0,O01661	M9PD84	Q2Q551,B0F0D0,B0F0D1	Q02641,Q08289,P54284,O00305				A0A078BQJ0,O01661	M9PD84	Q2Q551,B0F0D0,B0F0D1	Q02641,Q08289,P54284,O00305			
KOG3580	1.0	1.0	6	6	4	4		Q8I103	A0A0B4K6Y7	F6PEN0	Q07157,Q9UDY2,O95049				Q8I103	A0A0B4K6Y7	F6PEN0	Q07157,Q9UDY2,O95049			
KOG4809	1.0	1.0	6	6	4	4		O44490	A0A0B4K7K9	B7ZVS4,E7F1B0	O15083,Q8IUD2				O44490	A0A0B4K7K9	B7ZVS4,E7F1B0	O15083,Q8IUD2			
KOG2371	0.93333	0.85714	6	7	5	5	Q39054	G5EF06,G5EGH2,Q23069	P39205	D3KYK9	Q9NQX3			Q39054	G5EF06,G5EGH2	P39205	D3KYK9	Q9NQX3			
KOG3655	0.81944	0.75	9	12	6	6		Q9XUT0	Q9VU84,Q9VWQ7	F1QWF1,E7EXG2,Q6PFT7,Q6GMH1	Q14019,Q9UJU6,Q16643	P15891	Q9P7E8		Q9XUT0	Q9VU84	F1QWF1,E7EXG2,Q6GMH1	Q9UJU6,Q16643	P15891	Q9P7E8	
KOG0249	0.725	0.69231	9	13	4	4		Q21049	A8DYM0,M9PCR7	A9C3W3,Q5TZ25,F1QCN8,B0S6H8,X1WCJ5	Q674X7,Q13136,O75334,O75145,O75335				Q21049	M9PCR7	Q5TZ25,B0S6H8,X1WCJ5	Q13136,O75334,O75145,O75335			
KOG1943	0.71429	0.71429	5	7	5	7	Q8L5R3	Q19493	Q9VQ78	A0A0R4IXD9	Q9BTW9	P40987	Q10197	Q8L5R3	Q19493	Q9VQ78	A0A0R4IXD9	Q9BTW9			
KOG1048	0.69375	0.81818	18	22	4	4		Q9U308,G5EFN2	Q8IR94,Q7PLI0	B0BF33,A2BGY1,E7FBR0,F1QBI9,E7EXI3,B0V2S9,F1Q8J9,F1QWE6,A0A286Y804,A0A286Y8C1	Q8NEN0,O00192,O60716,Q9UQB3,Q13835,Q99959,Q9Y446,Q99569				Q9U308	Q7PLI0	B0BF33,A2BGY1,E7FBR0,E7EXI3,B0V2S9,F1Q8J9,F1QWE6,A0A286Y804,A0A286Y8C1	O00192,O60716,Q9UQB3,Q13835,Q99959,Q9Y446,Q99569			
KOG0695	0.625	0.6	3	5	3	4		Q19266	A1Z9X0	Q90XF2	P41743,Q05513					A1Z9X0	Q90XF2	P41743			
KOG0517	0.55357	0.61538	8	13	3	4		G5EFW3,E0AHA7	Q00963,A8JNJ6	F1QXB0,F1QQE5	Q03001,Q8IY33,P11277,Q01082,O15020,Q9H254,Q9NRC6					Q00963,A8JNJ6	F1QXB0	Q03001,Q8IY33,P11277,O15020,Q9H254			
KOG4301	0.5	0.33333	2	6	2	4		Q9Y048	A8DYB7	A2CJ04,A2CJ03	Q9Y4J8,O60941				Q9Y048	A8DYB7					
ENOG502QRXX	0.5	0.6	3	5	2	4		G5EFL9	Q9VBH3	Q1ECW2,E7FFX1	Q8IUM7						Q1ECW2,E7FFX1	Q8IUM7			
KOG1941	0.5	0.5	2	4	2	4		Q09485	Q7K4Y8	Q8QGW4	Q13702						Q8QGW4	Q13702			
KOG4451	0.5	0.4	2	5	2	4		Q23664,Q23665	Q9VX94	Q7T3I0	Q9NQZ6						Q7T3I0	Q9NQZ6			
KOG3642	0.5	0.73913	17	23	2	4		Q6BES9,Q6BET0,G5ECN1	Q24352,Q9VXL9,Q2PDY9	F1QGW0,E7F635,Q08BJ3,F1QKC4,Q568M9,E9QE70,F1RDP2	P14867,P47869,P34903,P48169,P31644,Q16445,P78334,Q8N1C3,P18507,Q99928						F1QGW0,E7F635,Q08BJ3,F1QKC4,Q568M9,E9QE70,F1RDP2	P14867,P47869,P34903,P48169,P31644,Q16445,P78334,Q8N1C3,P18507,Q99928			
KOG4251	0.5	0.5	2	4	2	4		Q18887	Q9VDY9	Q7ZUC2	Q9BRK5					Q9VDY9		Q9BRK5			
KOG3513	0.41761	0.36	9	25	3	4		H2KZ60,G5ECX2,Q53U87,Q5WRK9	Q9VN14,P20241	Q7ZW34,Q90478,Q90479,E9QCF0,F1QQK1,A0A286YA23,E7EZG5,F1QGN2	Q12860,Q02246,Q9P232,Q8IWV2,O94779,Q9UQ52,P32004,O00533,O94856,Q92823,O75445					Q9VN14,P20241	F1QQK1	Q02246,Q8IWV2,O94779,Q9UQ52,P32004,Q92823			
KOG3514	0.41667	0.33333	3	9	2	4		I2HAJ6	Q3KN41	A1XQX0,A1XQX2,A1XQX8,A1XQY1	Q9ULB1,Q9P2S2,Q9Y4C0					Q3KN41		Q9ULB1,Q9P2S2			
KOG2546	0.4	0.2	2	10	2	5	Q8S8M5,O82347	Q10929	A0A0B4K774	B0V218,I3ITI8,F1R187	Q8IZP0,Q9NYB9,Q9P2A4				Q10929	A0A0B4K774					
KOG0588	0.4	0.25	2	8	2	5		Q19469	Q9VUV4		Q8TDC3,Q8IWQ3	Q12263,P34244	P07334,P87050		Q19469	Q9VUV4					
KOG4327	0.4	0.4	2	5	2	5		G5EC16	Q9VV74	Q9W6S8	Q16637		Q09808			Q9VV74	Q9W6S8				
KOG4228	0.3934	0.39286	11	28	4	4		Q9BMN8,P28192,H2KZM6,G5EC69,Q9XVM4,Q8I4I0,W6RR46	P16621,P16620,P83097,Q9VJ95	A4IFW2,B3DK56,F1QE38,E7EZG7,B8A5J5,F1Q6E0	P18433,P08575,P23468,P23469,P10586,Q15262,P28827,Q9UMZ3,Q13332,O14522,Q92729				Q9BMN8,G5EC69	P16621,Q9VJ95	A4IFW2,B8A5J5	P08575,P23468,P10586,Q15262,Q13332			
KOG3515	0.39167	0.15	3	20	3	4		Q9U3P2,Q9TXI8	Q9VFU7,Q59DZ1,A1Z9X4,Q961L5,Q9VH85,Q9VQW0,Q9VQW7,Q9W1T6,A0A023GPK8,M9NE05,A0A0B4K7N1,Q0E9F2,A8DYJ6,Q0KI85,Q0KIB0	E7F867,A0A8M9QPY5	O60500				Q9U3P2	Q0E9F2		O60500			
KOG2060	0.38333	0.33333	4	12	4	4		W6RTA4,Q22366	A0A0B4K6M2,M9PE32	A5PMY1,E7F2S0,A0A0R4IGI4	Q9Y6V0,Q86UR5,Q9UQ26,Q9UJD0,Q9H426				W6RTA4	M9PE32	A0A0R4IGI4	Q9Y6V0			
KOG4389	0.375	0.25	2	8	2	4		P38433,G5EDV9,G5EDN1,Q9U295	P07140	Q9DDE3	P22303,P06276						Q9DDE3	P22303			
KOG3606	0.375	0.33333	3	9	2	4		Q9NAN2	O97111	Q6TNS1,F1QJB0,A0A8M3AN32	Q5VZ46,Q9NPB6,Q9BYG5,Q9BYG4					O97111		Q9NPB6,Q9BYG5			
KOG0708	0.36786	0.42857	9	21	3	4		G5ECY0,Q20398	Q9VKG8,E1JJH5	Q5PYH5,Q5PYH6,Q5PYH7,Q6R005,A5PKT0,E7EXQ0,A0A8M9Q0C3	Q9BWT7,Q9BXL7,Q9BXL6,Q12959,Q15700,Q92796,P78352,Q8TDM6,Q8NI35,O15018				G5ECY0		Q5PYH5,Q5PYH6,Q5PYH7,Q6R005	Q12959,P78352,Q8TDM6,Q8NI35			
KOG1024	0.33333	0.33333	2	6	2	4		G5EGT9	Q27324,Q9V422,Q7JQT0	E7FAI5	P34925					Q27324		P34925			
KOG4800	0.33333	0.2	2	10	2	4		Q19430	M9PGC0	Q8UUS8,Q8UUT3,Q8UUT6,Q8UUT4,Q8UUT0	P51674,P60201,B7Z613					M9PGC0		P51674			
KOG3895	0.33333	0.28571	2	7	2	4		Q8MXU3	Q24546	F1R0A8,B0UXI4	P17600,Q92777,O14994					Q24546		P17600			
KOG4348	0.33333	0.28571	2	7	2	4		Q6A573	A0A0B4KI34	A0A8M2B8B0,F1R1N9	Q9Y5K6,A4FU49,Q96B97					A0A0B4KI34		Q9Y5K6			
