Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1858	1.0	1.0	6	6	6	6	Q9FFF9	O18191	Q9VXV3		Q9H1A4	P53886	Q9URV2	Q9FFF9	O18191	Q9VXV3		Q9H1A4	P53886	Q9URV2	
KOG2165	1.0	1.0	7	7	7	7	Q8H1U5	P34514	Q9W1E5	A0A0R4ISV4	Q9UJX6	Q12440	Q874R3	Q8H1U5	P34514	Q9W1E5	A0A0R4ISV4	Q9UJX6	Q12440	Q874R3	
KOG4640	1.0	1.0	5	5	5	5	O65418		Q9W395		Q9UJX5	Q04601	O42839	O65418		Q9W395		Q9UJX5	Q04601	O42839	
KOG4322	1.0	1.0	4	4	4	4	Q8H1U4		Q9VZL2		Q9UJX4		Q9P4W7	Q8H1U4		Q9VZL2		Q9UJX4		Q9P4W7	
KOG1776	1.0	1.0	4	4	4	4	Q9SRU2	O01808	Q9VLT5		Q5T4S7			Q9SRU2	O01808	Q9VLT5		Q5T4S7			
KOG1126	1.0	1.0	8	8	7	7	Q06AN9,Q8LGU6	Q9N593	Q9VS37	F1Q5X3	P30260	P38042	P10505	Q06AN9,Q8LGU6	Q9N593	Q9VS37	F1Q5X3	P30260	P38042	P10505	
KOG1173	1.0	1.0	6	6	6	6	B3DNN5	G5EG38	Q9VCN6		Q13042	P09798	P41889	B3DNN5	G5EG38	Q9VCN6		Q13042	P09798	P41889	
KOG1155	1.0	1.0	8	8	7	7	Q9STS3	Q19294	Q9I7L8,E1JHM5	Q7ZVH3	Q9UJX2	P16522	O94556	Q9STS3	Q19294	Q9I7L8,E1JHM5	Q7ZVH3	Q9UJX2	P16522	O94556	
KOG4642	1.0	1.0	5	5	5	5	Q9SRS9	G5ECY6	Q9XYW6	F1Q8K3	Q9UNE7			Q9SRS9	G5ECY6	Q9XYW6	F1Q8K3	Q9UNE7			
KOG2167	1.0	1.0	10	10	6	6	Q9STG3,Q9SZ75,Q8LGH4	Q17392	Q5BI50	Q7T2C1,F8W428	Q13619,Q13620		O14122	Q9STG3,Q9SZ75,Q8LGH4	Q17392	Q5BI50	Q7T2C1,F8W428	Q13619,Q13620		O14122	
