Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG3950	1.0	1.0	8	8	4	4		Q19185	O76892	A0A286Y8U0,A0A0R4IBS6,F1Q504	Q92629,Q13326,Q96LD1				Q19185	O76892	A0A286Y8U0,A0A0R4IBS6,F1Q504	Q92629,Q13326,Q96LD1			
KOG3580	1.0	1.0	6	6	4	4		Q8I103	A0A0B4K6Y7	F6PEN0	Q07157,Q9UDY2,O95049				Q8I103	A0A0B4K6Y7	F6PEN0	Q07157,Q9UDY2,O95049			
KOG3977	0.8125	0.83333	15	18	4	4		Q20334,Q9GYF1,Q9XUN9,O44572	P36188	Q6DHP2,E9QH70,Q6DHL8,Q0P3Z4,A0A0R4IGX4,Q6IQ92,Q0D2W2,F1QCC0,Q6DHU6,Q5U3E9	P19237,P48788,P19429				Q9XUN9	P36188	Q6DHP2,E9QH70,Q6DHL8,Q0P3Z4,A0A0R4IGX4,Q6IQ92,Q0D2W2,F1QCC0,Q6DHU6,Q5U3E9	P19237,P48788,P19429			
KOG3690	0.79167	0.75	9	12	4	4		Q18581	Q9VLJ6,Q10714,Q9W0Z1,Q8SXX2,A1Z7M8,Q9VJV2	E7FFA5,E7F9E5	Q9BYF1,P12821,F6X3S4				Q18581	Q9VLJ6,Q10714,Q9W0Z1,A1Z7M8	E7FFA5	Q9BYF1,P12821,F6X3S4			
KOG3329	0.6	0.6	3	5	3	5	Q94C15			A3KPP3	Q9HD47	P47123	O75002	Q94C15			A3KPP3	Q9HD47			
KOG2183	0.55	0.45455	5	11	5	5	Q1JPM1,Q93Z34,Q9FFC2,F4J0D0	P34610,P34676	Q9VIM0	Q5CZT1,Q6DG46	Q9UHL4,P42785			Q1JPM1	P34676	Q9VIM0	Q6DG46	P42785			
KOG1419	0.38333	0.25	3	12	3	4		Q8MQC5,Q9GYM8,Q9XWG9	A1Z856	B0R0K2,E7FEC8,F1RB62	P51787,O43526,O43525,P56696,Q9NR82					A1Z856	B0R0K2	P51787			
KOG3754	0.33333	0.33333	2	6	2	6		Q20117	Q9W3K5	Q6NV35	P48506	P32477	Q09768				Q6NV35	P48506			
KOG1283	0.25	0.14286	1	7	1	4	Q67Y83	G5EDP0	Q8IP31,Q9W0N8,Q9VJN0,Q8IRI8		Q9HB40							Q9HB40			
KOG4369	0.25	0.16667	1	6	1	4		Q21920	Q9VCA8	E9QEX9	Q8IWZ3,O75179,H7C0V5						E9QEX9				
KOG0125	0.25	0.22222	2	9	1	4		Q10572,G5EF02,G5EEW7	M9NFQ7	Q642J5,Q7ZT82	Q9NWB1,O43251,A6NFN3						Q642J5,Q7ZT82				
KOG0195	0.25	0.25	1	4	1	4		Q9TZC4	Q9V400	Q6PHD6	Q13418						Q6PHD6				
KOG4219	0.25	0.15	3	20	1	4		Q59E83,Q03566,O44148,Q58AU0	A1ZAX0,Q4V622,P30974,P30975,Q9W189,Q9VRM0	A0A0R4IP11,E9QCW0,F1R3V0,F1QPL8,E7F9I6,F1QMH4,F1QTB8	P25103,P21452,P29371							P25103,P21452,P29371			
KOG4785	0.25	0.2	1	5	1	4		Q95ZL9	Q24040,Q24039	Q98U16	Q13951						Q98U16				
KOG0984	0.25	0.28571	2	7	1	4		G5EDF7,Q58AU7,Q58AU8	O62602	Q9DGE0	P46734,P52564							P46734,P52564			
ENOG502S2VW	0.25	0.25	1	4	1	4		Q9N413	Q9VWP6	A0A8M9PWR6	P01127							P01127			
KOG3023	0.25	0.25	1	4	1	4		A9CZN9	Q9VCW6		P48507		O94246					P48507			
KOG4737	0.25	0.25	1	4	1	4		Q9XTY9	Q9VHG4	F1QIH1	O75787							O75787			
KOG3666	0.25	0.25	1	4	1	4		O01858	Q9VUY8	Q7ZVM1	Q12768						Q7ZVM1				
KOG4500	0.25	0.2	1	5	1	4			A1Z6S7	B8JK90,U3JAI0	P52306		O60077					P52306			
KOG4830	0.20833	0.3	3	10	2	4	Q8L7Z7,Q8L7S2	Q19498		Q5U3U7,Q6DEJ6,A0A0R4J720,F1R9L4	Q6NUT3,A6NFX1,Q8NA29						Q5U3U7,Q6DEJ6	Q8NA29			
KOG3586	0.20833	0.23077	3	13	2	4		P90971,O17212	Q94890,Q9VMR2,Q9W3F4	Q8AXX2,Q9I9K7	O75333,Q96SF7,O95935,O43435,Q9UMR3,Q9Y458					Q94890,Q9VMR2		Q9UMR3			
KOG3787	0.17857	0.20833	5	24	1	4		Q10901,Q21353,Q22682,Q21751,O18210,Q9UAY8	O77062,E1JHQ6	Q6P4V2,D7RVS7,D7RVS1,D7RVS0,D7RVR8,C5H4R2,D7RVR6,D7RVS5,A0A0R4IF61	Q15758,P43003,P43004,P43005,P48664,P43007,A0A087WUF9							Q15758,P43003,P43004,P43005,P43007			
KOG1158	0.17143	0.21429	6	28	2	7	Q9FKW6,Q8W493,Q9M0V6,Q9S9P8,Q9SB48,Q9SUM3,Q8L8T4	Q17574,Q09590	Q27597,Q27571,Q9VEV2	F1QML0,F1RE28,A0A0R4IQG7,A2BIN8,F8W4Z6	Q9UBK8,P16435,P29475,P35228,P29474	P39692,P16603	Q09878,P36587,Q09744,Q9US28				F1QML0,A0A0R4IQG7,A2BIN8	P29475,P35228,P29474			
KOG2847	0.16667	0.14286	1	7	1	6	Q9ZV87,Q94F16	Q23598	Q9V6G5	F1QCP6	Q16635	Q06510						Q16635			
KOG1900	0.16667	0.14286	1	7	1	6	F4HXV6	Q95Y15	Q9V463		O75694	P40064,P38181	Q9URX8					O75694			
KOG2728	0.16667	0.14286	1	7	1	6	Q8GXR5,Q9LZM3	Q9BL36	Q7KN99		Q9HAB8	P40506	Q9USK7					Q9HAB8			
KOG2498	0.16667	0.16667	1	6	1	6	O48713	Q9N4U5	Q9VHH8	Q860B9	Q13123		Q9Y7Z6				Q860B9				
KOG2342	0.16667	0.09091	1	11	1	6	F4HUN7,F4JTM0,F4HSS7,F4HUM4,F4HUN5	Q22009,Q9U1Q8	M9NDW0	Q6AXK1	Q6ICL3	P53275					Q6AXK1				
KOG1405	0.16667	0.16667	1	6	1	6		Q21217	Q9VW68	I3IRW7	P80404	P17649	O13837					P80404			
KOG4171	0.16667	0.11111	2	18	1	4		Q86C56,Q6DNF7,P90895,P92006,O02298,Q6DNF4,Q6DNF3	Q8INF0,Q9VEU6,Q9VEU5,Q07093,Q9VA09	F1QNR4,E7F6T1,E7EZW5	Q02108,P33402,Q02153							Q02108,Q02153			
KOG1008	0.16667	0.16667	1	6	1	6		O61201	Q9VQ89	Q802U2	Q9NXC5	P38164	Q09866				Q802U2				
KOG3634	0.14583	0.16667	2	12	2	4		Q27371,H2KYL8,Q7Z072,K8ERV5	P19351	A8WGA6,Q8AVB1,Q9I8U9,B3DG30	P13805,P45379,P45378						Q8AVB1	P45379			
KOG1294	0.14286	0.08333	1	12	1	7	Q5XF07,F4JNY0,P45951,F4JD27,F4JD16	G5EBR7	P27864	A0MTA1	P27695,Q9UBZ4	P38207	P87175				A0MTA1				
KOG2976	0.14286	0.14286	1	7	1	7	Q9FFI2	Q3V5I7	Q9W3R7	F1RDC0	Q9H1Y0	Q12380	O74971					Q9H1Y0			
KOG2698	0.14286	0.125	1	8	1	7	Q9SFV7	Q19980	P48596	Q6IQV5,E7FGQ8	P30793	P51601	O13774					P30793			
KOG1568	0.14286	0.11111	1	9	1	7	Q84VZ6,Q8W476,Q9S724	Q9N371	Q4QQ12	Q6AZD4	Q96T52	P46972	Q9UST2					Q96T52			
KOG0441	0.14286	0.11765	2	17	1	7	P24704,O78310,Q9FK60	P34697,P34461,Q27538,P90956	P61851,Q7JR71,Q9VBK8	O73872,E9QIM2	P00441,P08294	P00445	Q10357,P28758					P00441,P08294			
KOG0876	0.14286	0.05882	1	17	1	7	P21276,Q9LU64,Q9FMX0,O81235,Q9LYK8,F4JHF1	P31161,P41977	Q00637	Q6P980	P04179	P10662,P47141,P00447	O42919,O74379,Q9UQX0					P04179			
KOG3362	0.14286	0.125	1	8	1	7	Q9FHW2,F4K5V9	A9D699	Q9VMV7	Q561S5	O43257	Q03433	O59669					O43257			
KOG4220	0.13333	0.23077	3	13	2	4		Q9U7D5	P16395	Q5TYU9,B3DKN8,A0A8M9PNY8,X1WE62,E7F3U8	P11229,P08172,P20309,P08173,P08912,P35367						A0A8M9PNY8	P20309,P35367			
KOG1479	0.125	0.11111	3	27	1	6	Q8VXY7,Q9SR64,Q9M0Y3,Q9M0Y2,Q9M0Y1,Q944N8,Q944P0,Q84XI3	G5EDJ3,Q9U3L8,Q93690,Q93871,E1B6S1,Q19495,Q21145	Q9VU20,Q9VMB6,Q9VPP0	A1L272,F1QAM5,A0A8M9PWY6,A0A140LG26	Q99808,Q14542,Q9BZD2,Q7RTT9	P31381						Q99808,Q14542,Q7RTT9			
KOG1022	0.125	0.16667	1	6	1	4	Q84WB7,Q9LY62		Q9Y169	Q08C36	Q93063,Q9UBQ6							Q93063			
KOG4278	0.125	0.16667	1	6	1	4		P03949	P00522	B0UXN7,F8W2F9	P00519,P42684							P00519			
KOG4294	0.125	0.05714	4	70	1	4		O01635,Q22851,P24585,Q10025,Q19038,P34886,P24612,Q09274,Q21974,G5EGI5,Q20852,Q9U1T8,Q9XTS9,Q9U1T9,Q7YTI3,P91103,Q18077,Q19777,P91102,O01664,Q22970,P91835,G3MU02,G5EFH3,P91100,O45402	Q9W1N6,O61365,Q9VL84,Q9VAJ3,Q86LG1,Q9VME9,Q9VAJ5,Q86LG9,Q86LH1,Q9W250,A8DYP1,Q7KT94,Q9VJI4,Q86LH3,Q86LG7,A1Z6S4,Q9VZN1,Q9VAJ6,Q8MLR6,A8JPJ8,Q9VME8,A0A0B4K691,Q9VBF6,Q9VL88,A8JV41,Q8IMV2,Q9VS73,Q9V9Y5,Q9VAJ7,Q0KHW3,Q9W2B5,Q7KTW2	Q708S7,Q708S8,Q708S4,Q708S3	P78348,Q9UHC3,Q96FT7,Q9NY37,P37088,P51168,P51172,P51170							P37088,P51168,P51172,P51170			
KOG1023	0.125	0.06522	3	46	1	4		Q8I4N4,B1Q257,Q18331,Q19187,Q19768,Q23310,P91550,X5M8U1,G5EFQ0,O16544,Q09435,O62179,O16715,Q9XTY1,G5EEE9,A0A078BQP2,Q9XU42,Q86GV3,O62026,Q10029,Q10028,Q23681,Q23682,N1NVB7,H2L002,Q9GYQ4,E7EAU8	Q7JQ32,Q07553,A1ZB47,A8JQT1,Q9VF17,Q8MLX0,Q9VF16,Q9VU79	B3DHF2,E7F111,E7FDF3,U3JAG6,Q1LX84	P16066,P20594,P17342,P25092,Q02846,P51841							P16066,P20594,P17342			
KOG0614	0.125	0.1	1	10	1	4		O76360,H2KYN2	Q03042,Q03043,Q9VL34	F1R125,A2AVJ3,Q7T2E5	Q13976,Q13237							Q13976			
KOG4063	0.125	0.11111	1	9	1	4		O17271	Q9VQ62,Q9VFN7,Q9VH32,Q9VH33,Q9VH31	Q9DGJ3,B3DFW4	P61916						Q9DGJ3				
KOG0977	0.125	0.07692	2	26	1	4		P90901,O02365,Q21065,P90900,Q19289,Q19286,O45168,Q21067,Q86DC6,Q19782,Q09501,Q21443,H2KYU8	P08928,Q03427	Q6P0Z0,B3DFN3,F1R8W3,B3DKC5	P17661,P02545,P20700,Q03252,Q8N9Z9,Q8IXW0,P08670						F1R8W3,B3DKC5				
KOG4154	0.125	0.2	1	5	1	4		Q9N3B0	Q9XZ63	A4QNW4	Q49AH0,P55145							P55145			
KOG3516	0.125	0.08333	1	12	1	4		Q19617,O45000	M9PE65,Q94887	E7EZI3,X1WGG7	Q96NU0,P78357,Q9UHC6,Q9BZ76,Q9C0A0,Q8WYK1					Q94887					
KOG1420	0.125	0.2	1	5	1	4		Q95V25	Q03720	B7ZC96	Q12791,A8MYU2							Q12791			
