Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1019	1.0	1.0	8	8	5	5	Q6A331,Q6A333,Q6A332	P30630	Q9W542,Q9VZW3	Q5RHQ8	Q5TKA1			Q6A331,Q6A333,Q6A332	P30630	Q9W542,Q9VZW3	Q5RHQ8	Q5TKA1			
KOG3786	1.0	1.0	8	8	7	7	Q9LJ87	Q9N5U5	Q9VHI1,A1Z9G9	X1WHN7	Q6P1J9	Q06697	Q9UUE7	Q9LJ87	Q9N5U5	Q9VHI1,A1Z9G9	X1WHN7	Q6P1J9	Q06697	Q9UUE7	
KOG3214	1.0	1.0	8	8	7	7	Q8LEF3	Q9XVZ8	Q8MQI6,Q7KUN6	Q7T319	P60002	P36053	O13868	Q8LEF3	Q9XVZ8	Q8MQI6,Q7KUN6	Q7T319	P60002	P36053	O13868	
KOG4479	1.0	1.0	5	5	4	4	Q6NQ54		Q9VI60,Q9VYX1	Q6DH42	Q9NPA8			Q6NQ54		Q9VI60,Q9VYX1	Q6DH42	Q9NPA8			
KOG1131	1.0	1.0	7	7	7	7	Q8W4M7	Q9N3L2	Q7KVP9	F1Q5E7	P18074	P06839	P26659	Q8W4M7	Q9N3L2	Q7KVP9	F1Q5E7	P18074	P06839	P26659	
KOG0973	1.0	1.0	9	9	7	7	Q9LXN4	Q09589	O17468	A2CEX6	P54198	P32479,P32480	P87314,O74309	Q9LXN4	Q09589	O17468	A2CEX6	P54198	P32479,P32480	P87314,O74309	
KOG3264	1.0	1.0	5	5	5	5	Q9SJZ6	Q966M5	Q9XZT1	Q7T3H7	Q9BUE0			Q9SJZ6	Q966M5	Q9XZT1	Q7T3H7	Q9BUE0			
KOG0262	1.0	1.0	7	7	7	7	Q9SVY0	G5ED21	P91875	A0A0R4I9V4	O95602	P10964	P15398	Q9SVY0	G5ED21	P91875	A0A0R4I9V4	O95602	P10964	P15398	
KOG0216	1.0	1.0	7	7	7	7	F4I366	Q27493	P20028	B8JKD7	Q9H9Y6	P22138	Q9P7X8	F4I366	Q27493	P20028	B8JKD7	Q9H9Y6	P22138	Q9P7X8	
KOG0214	1.0	1.0	10	10	7	7	P38420,Q9LK40,Q9LV32,P50546	Q10578	P08266	A0A8M1N6S0	P30876	P08518	Q02061	P38420,Q9LK40,Q9LV32,P50546	Q10578	P08266	A0A8M1N6S0	P30876	P08518	Q02061	
KOG1522	1.0	1.0	8	8	7	7	Q39211,Q39212	Q93338	O97183	Q7ZV11	P19387	P16370	P37382	Q39211,Q39212	Q93338	O97183	Q7ZV11	P19387	P16370	P37382	
KOG2351	1.0	1.0	6	6	6	6	O48890	O02092	Q9VEA5		O15514	P20433	O74825	O48890	O02092	Q9VEA5		O15514	P20433	O74825	
KOG3497	1.0	1.0	8	8	7	7	Q8LFJ6,Q9SYA6	Q9GR61	Q9VC49	A5D6S6	P62875	P22139	O13877	Q8LFJ6,Q9SYA6	Q9GR61	Q9VC49	A5D6S6	P62875	P22139	O13877	
KOG3507	1.0	1.0	8	8	7	7	Q9FLM8,Q9C8M4	Q9U3I0	Q6IGE3	F1RDV9	P53803	P40422	P48011	Q9FLM8,Q9C8M4	Q9U3I0	Q6IGE3	F1RDV9	P53803	P40422	P48011	
KOG0261	1.0	1.0	7	7	7	7	F4JXF9	Q18566	A8JUY3	A0A0R4IV41	O14802	P04051	O94666	F4JXF9	Q18566	A8JUY3	A0A0R4IV41	O14802	P04051	O94666	
KOG0215	1.0	1.0	7	7	7	7	F4KD38	Q27492	P25167	F1QQA2	Q9NW08	P22276	Q10233	F4KD38	Q27492	P25167	F1QQA2	Q9NW08	P22276	Q10233	
KOG2478	1.0	1.0	8	8	7	7	F4HQA1	P90783	Q9VN55,Q9VQ73	Q4U0S5	Q8N7H5	P38351	Q9US06	F4HQA1	P90783	Q9VN55,Q9VQ73	Q4U0S5	Q8N7H5	P38351	Q9US06	
KOG1597	1.0	1.0	11	11	6	6	O23215,Q9LIA6,P48512,Q9SS44,O82494,Q1PEE4	O16991	P29052		Q00403	P29055	O13749	O23215,Q9LIA6,P48512,Q9SS44,O82494,Q1PEE4	O16991	P29052		Q00403	P29055	O13749	
KOG2071	1.0	1.0	9	9	6	6	Q9C710,Q0WPF2,Q9FIX8,F4IMY0	Q09345	A1Z9W4		O94913	P39081	Q10237	Q9C710,Q0WPF2,Q9FIX8,F4IMY0	Q09345	A1Z9W4		O94913	P39081	Q10237	
KOG1999	1.0	1.0	9	9	7	7	F4JW79,Q9STN3,O80770	Q21338	Q9V460	Q9DDT5	O00267	P27692	O13936	F4JW79,Q9STN3,O80770	Q21338	Q9V460	Q9DDT5	O00267	P27692	O13936	
KOG3218	1.0	1.0	13	13	7	7	Q9FJL8,O81098,Q9ZVB9,Q9M1J2,Q9M1H8,F4J2R9	Q9N5K2	Q7JZF5	Q6DEG5,E7FDD7	P19388	P20434	Q09191	Q9FJL8,O81098,Q9ZVB9,Q9M1J2,Q9M1H8,F4J2R9	Q9N5K2	Q7JZF5	Q6DEG5,E7FDD7	P19388	P20434	Q09191	
KOG3405	1.0	1.0	8	8	7	7	Q9SJ96,Q9FJ98	Q17684	Q24320	Q6DGS5	P61218	P20435	P36595	Q9SJ96,Q9FJ98	Q17684	Q24320	Q6DGS5	P61218	P20435	P36595	
KOG3400	1.0	1.0	8	8	7	7	O81097,Q9M1A8	Q19826	Q9VNZ3	Q568H8	P52434	P20436	Q92399	O81097,Q9M1A8	Q19826	Q9VNZ3	Q568H8	P52434	P20436	Q92399	
KOG1038	1.0	1.0	9	9	7	7	P92969,Q9LFV6,O24600	A5PEY3	Q9VPW4	A0A0R4ILV6	O00411	P13433	O13993	P92969,Q9LFV6,O24600	A5PEY3	Q9VPW4	A0A0R4ILV6	O00411	P13433	O13993	
KOG1189	1.0	1.0	8	8	7	7	O82491,F4JME7	Q9N5R9	Q8IRG6	A5A4L9	Q9Y5B9	P32558	O94267	O82491,F4JME7	Q9N5R9	Q8IRG6	A5A4L9	Q9Y5B9	P32558	O94267	
KOG3490	1.0	1.0	8	8	7	7	Q94C60,F4KB46	Q9TZ93	Q9TVQ5	Q6DGQ0	P63272	P32914	Q9P7K8	Q94C60,F4KB46	Q9TZ93	Q9TVQ5	Q6DGQ0	P63272	P32914	Q9P7K8	
KOG1856	1.0	1.0	8	8	7	7	A8MS85,Q9CAM1	P34703	Q9W420	Q8UVK2	Q7KZ85	P23615	Q09915	A8MS85,Q9CAM1	P34703	Q9W420	Q8UVK2	Q7KZ85	P23615	Q09915	
KOG2664	1.0	1.0	6	6	4	4	Q8L627	Q22092,O44168,Q965U6	Q7JUY8		Q92966			Q8L627	Q22092,O44168,Q965U6	Q7JUY8		Q92966			
